oid,id,Material,Fecha_instalacion,Diametro_pulgadas,Longitud_millas,Tiempo_vida,others
4256,segmento 4256,Hierro fundido,738225193,3.0,8.452614457,74.50954637,
4257,segmento 4257,Hierro ductil,284094664,1.25,2.290790866,43.50754137,
4258,segmento 4258,Alta densidad plomo,879413022,10.0,9.824172643,61.88360988,
4259,segmento 4259,Hierro Galvanizado/Polietileno de alta densidad,710866137,6.0,7.632756664,59.78554298,
4260,segmento 4260,Hierro ductil,1298283747,0.25,9.45756234,63.14297177,
4261,segmento 4261,Hierro Galvanizado/Polietileno de alta densidad,1574907067,125.0,3.023574046,54.76553711,
4262,segmento 4262,Cloruro de polivinilo,152753595,1.25,8.822753654,19.11929753,
4263,segmento 4263,Hierro Galvanizado/Polietileno de alta densidad,1337823256,10.0,0.228160367,66.33300732,
4264,segmento 4264,Hierro fundido,558227238,2.0,7.38136023,67.61813781,
4265,segmento 4265,Hierro ductil,859306969,125.0,5.771230506,50.09864263,
4266,segmento 4266,Plomo,586267439,0.25,3.333030022,26.72301699,
4267,segmento 4267,Alta densidad plomo,354766664,4.0,6.586218209,43.96711809,
4268,segmento 4268,Cloruro de polivinilo,747271155,375.0,2.403747029,18.56589286,
4269,segmento 4269,Hierro ductil,916875231,12.0,2.375520393,67.72704768,
4270,segmento 4270,Hierro fundido,1508619331,12.0,0.627673556,88.26956651,
4271,segmento 4271,Polietileno,1497993647,2.5,1.92018206,46.34405897,
4272,segmento 4272,Plomo,72218088,4.0,6.436531613,32.90686652,
4273,segmento 4273,Alta densidad plomo,670377913,6.0,8.118702487,53.81771963,
4274,segmento 4274,Cloruro de polivinilo,1209490748,1.5,1.861400029,32.76615759,
4275,segmento 4275,Plomo,458308093,2.0,2.801899468,32.58393831,
4276,segmento 4276,Cloruro de polivinilo,775807645,5.0,2.328702743,31.5147452,
4277,segmento 4277,Cloruro de polivinilo,1349947884,1.0,9.963939395,41.03290078,
4278,segmento 4278,Cloruro de polivinilo,499750136,1.5,0.759524924,18.60429064,
4279,segmento 4279,Alta densidad plomo,84871276,8.0,2.119823002,38.24347437,
4280,segmento 4280,Hierro fundido,1559104220,1.25,8.994921438,85.1495167,
4281,segmento 4281,Hierro fundido,1429862475,1.0,7.916593156,80.43413562,
4282,segmento 4282,Plomo,1452301374,6.0,4.575798419,58.90071493,
4283,segmento 4283,Cobre,617947850,12.0,7.937305771,73.56340032,
4284,segmento 4284,Cobre,43267931,375.0,1.593247608,39.08954323,
4285,segmento 4285,Hierro Galvanizado/Polietileno de alta densidad,866209427,6.0,8.165381738,63.17959592,
4286,segmento 4286,Hierro fundido,949752254,10.0,3.378415767,79.52310181,
4287,segmento 4287,Hierro Galvanizado/Polietileno de alta densidad,1165007520,1.0,0.763597848,51.19656763,
4288,segmento 4288,Hierro ductil,210575599,1.5,3.642137498,44.77086089,
4289,segmento 4289,Cobre,1592822478,375.0,9.270953805,75.33397506,
4290,segmento 4290,Hierro fundido,692298054,1.25,4.331960808,64.50288134,
4291,segmento 4291,Hierro fundido,408088379,3.0,3.269064296,63.20394126,
4292,segmento 4292,Alta densidad plomo,1529919337,10.0,0.134093606,64.05546708,
4293,segmento 4293,Hierro ductil,1237383641,10.0,0.403851317,70.37813659,
4294,segmento 4294,Cloruro de polivinilo,606362954,3.0,6.96712119,30.58470871,
4295,segmento 4295,Hierro ductil,1014710654,6.0,9.36880944,72.83971894,
4296,segmento 4296,Hierro fundido,1223008315,3.0,0.184716667,75.07106384,
4297,segmento 4297,Cloruro de polivinilo,888570278,125.0,0.481422192,16.72199085,
4298,segmento 4298,Plomo,302286595,2.0,5.593062492,32.53477798,
4299,segmento 4299,Hierro Galvanizado/Polietileno de alta densidad,196326065,0.25,7.608898871,35.30142153,
4300,segmento 4300,Hierro Galvanizado/Polietileno de alta densidad,945944109,1.5,7.862499467,56.83960789,
4301,segmento 4301,Alta densidad plomo,478157441,12.0,8.512032373,54.43097317,
4302,segmento 4302,Polietileno,563788607,375.0,3.75335167,22.27001639,
4303,segmento 4303,Hierro Galvanizado/Polietileno de alta densidad,923244867,1.0,2.387589453,48.39206121,
4304,segmento 4304,Hierro ductil,1558142809,6.0,6.240609017,79.67113558,
4305,segmento 4305,Cloruro de polivinilo,636288855,2.5,8.903552712,31.84089967,
4306,segmento 4306,Hierro ductil,1090465849,1.0,0.442242594,55.21577398,
4307,segmento 4307,Plomo,704965858,0.25,7.987784907,33.60710697,
4308,segmento 4308,Polietileno,1281360729,4.0,4.533960541,47.50135739,
4309,segmento 4309,Polietileno,476674425,125.0,0.105168403,14.48335411,
4310,segmento 4310,Hierro ductil,1059901678,12.0,0.740904219,68.70551801,
4311,segmento 4311,Hierro fundido,465601319,4.0,8.53050515,70.82592613,
4312,segmento 4312,Cobre,649588165,6.0,7.878058211,70.335274,
4313,segmento 4313,Hierro fundido,299704500,0.25,9.706756399,56.46398008,
4314,segmento 4314,Cobre,1306235968,375.0,7.246580005,68.02014673,
4315,segmento 4315,Hierro fundido,1567841851,10.0,7.513482446,95.06375846,
4316,segmento 4316,Cloruro de polivinilo,243271036,0.75,3.099694178,12.50262831,
4317,segmento 4317,Polietileno,1073524272,6.0,2.523994649,44.14993338,
4318,segmento 4318,Hierro Galvanizado/Polietileno de alta densidad,436303829,2.5,6.326688471,48.41834558,
4319,segmento 4319,Hierro Galvanizado/Polietileno de alta densidad,289685178,1.25,3.906412287,39.5279803,
4320,segmento 4320,Hierro fundido,942905459,3.0,8.7916236,78.61510747,
4321,segmento 4321,Plomo,587851021,0.5,3.167010097,29.08443488,
4322,segmento 4322,Hierro fundido,1510471948,0.5,8.019706458,79.52032751,
4323,segmento 4323,Polietileno,23757389,0.25,1.139607335,8.45118313,
4324,segmento 4324,Cobre,841914303,1.25,7.062834963,64.29780826,
4325,segmento 4325,Cloruro de polivinilo,471259352,375.0,1.934368785,13.01718728,
4326,segmento 4326,Polietileno,36894356,6.0,7.93928012,30.56106781,
4327,segmento 4327,Hierro Galvanizado/Polietileno de alta densidad,210633670,375.0,7.088507376,36.28882452,
4328,segmento 4328,Alta densidad plomo,636703276,12.0,8.293791133,57.12545533,
4329,segmento 4329,Alta densidad plomo,710609841,1.0,7.865682727,44.30182401,
4330,segmento 4330,Cloruro de polivinilo,872268055,5.0,2.98269111,33.94880229,
4331,segmento 4331,Hierro fundido,322702473,1.5,2.47391483,57.08090632,
4332,segmento 4332,Alta densidad plomo,75062452,5.0,1.642155151,35.08064248,
4333,segmento 4333,Polietileno,1023726423,5.0,4.47500673,43.95509951,
4334,segmento 4334,Hierro fundido,647607529,3.0,7.760538911,72.14443858,
4335,segmento 4335,Cloruro de polivinilo,1598880333,3.0,2.344125525,44.16284059,
4336,segmento 4336,Hierro fundido,343079924,12.0,0.127100532,66.33503432,
4337,segmento 4337,Cloruro de polivinilo,351683980,8.0,7.664314168,31.60657042,
4338,segmento 4338,Alta densidad plomo,1246513182,2.0,4.114424933,54.11546954,
4339,segmento 4339,Alta densidad plomo,826687905,375.0,8.331759212,43.15674945,
4340,segmento 4340,Cloruro de polivinilo,666138155,1.5,1.066788365,21.97376728,
4341,segmento 4341,Hierro Galvanizado/Polietileno de alta densidad,438380307,125.0,1.575300412,32.40714058,
4342,segmento 4342,Alta densidad plomo,1107662743,0.25,5.811257893,44.52662202,
4343,segmento 4343,Hierro fundido,1132278694,12.0,2.927513323,83.67346556,
4344,segmento 4344,Hierro Galvanizado/Polietileno de alta densidad,635619867,5.0,6.47910796,55.98680884,
4345,segmento 4345,Hierro Galvanizado/Polietileno de alta densidad,391358026,12.0,7.235208081,57.25969581,
4346,segmento 4346,Cobre,1405065473,0.25,6.257317334,67.58791103,
4347,segmento 4347,Polietileno,1483829066,0.5,9.132380058,45.86868602,
4348,segmento 4348,Cloruro de polivinilo,339617818,1.25,4.367118038,18.05422811,
4349,segmento 4349,Plomo,240684522,375.0,1.069939054,19.33338795,
4350,segmento 4350,Hierro ductil,811476965,4.0,4.661208939,61.84803519,
4351,segmento 4351,Plomo,325888517,125.0,9.624964491,27.04133693,
4352,segmento 4352,Hierro Galvanizado/Polietileno de alta densidad,747295054,6.0,5.694331266,58.49729756,
4353,segmento 4353,Plomo,503044220,10.0,8.444408224,47.85593349,
4354,segmento 4354,Cobre,1025441444,10.0,3.739985231,75.56561345,
4355,segmento 4355,Hierro Galvanizado/Polietileno de alta densidad,1066276523,5.0,9.168702094,66.62136348,
4356,segmento 4356,Cloruro de polivinilo,475495052,3.0,9.415911661,30.65217633,
4357,segmento 4357,Plomo,535123378,10.0,1.354413649,41.28411082,
4358,segmento 4358,Polietileno,855372431,8.0,3.925139637,42.80442348,
4359,segmento 4359,Cloruro de polivinilo,43032729,2.5,0.823014297,12.77149121,
4360,segmento 4360,Polietileno,559649378,2.5,0.918510419,28.08043902,
4361,segmento 4361,Plomo,142244824,3.0,3.390397025,29.86743213,
4362,segmento 4362,Cobre,509418542,0.5,0.468121485,47.77341549,
4363,segmento 4363,Cloruro de polivinilo,844015610,1.0,4.947327922,26.66385154,
4364,segmento 4364,Hierro fundido,1594129215,5.0,8.70317068,92.99876734,
4365,segmento 4365,Hierro fundido,623954123,4.0,2.078559596,67.22018831,
4366,segmento 4366,Polietileno,451015649,4.0,5.678449744,33.39118447,
4367,segmento 4367,Hierro fundido,811431109,3.0,8.257496719,75.65837746,
4368,segmento 4368,Cloruro de polivinilo,1427448912,2.5,1.410551997,38.81800256,
4369,segmento 4369,Hierro ductil,369805885,0.25,3.174346371,39.72585636,
4370,segmento 4370,Hierro Galvanizado/Polietileno de alta densidad,89975070,8.0,0.240652835,42.15344366,
4371,segmento 4371,Alta densidad plomo,411409642,8.0,3.357637873,45.4973294,
4372,segmento 4372,Hierro fundido,58492421,3.0,9.023093533,62.58863207,
4373,segmento 4373,Plomo,1018138866,125.0,2.497994928,32.56967416,
4374,segmento 4374,Hierro fundido,596324637,5.0,7.313122461,73.24964653,
4375,segmento 4375,Plomo,1225885930,0.25,4.032313506,39.18900281,
4376,segmento 4376,Hierro ductil,538034940,1.0,4.67500084,49.33462666,
4377,segmento 4377,Polietileno,638207477,3.0,3.155679782,33.03452777,
4378,segmento 4378,Hierro fundido,947556677,0.5,3.25823282,64.36133833,
4379,segmento 4379,Cloruro de polivinilo,588209457,6.0,8.902620149,35.95599895,
4380,segmento 4380,Alta densidad plomo,1520328541,3.0,8.951716193,66.53582599,
4381,segmento 4381,Cloruro de polivinilo,30038841,6.0,2.59965605,19.32718107,
4382,segmento 4382,Plomo,739159160,0.5,8.374320811,37.12620467,
4383,segmento 4383,Plomo,17232011,375.0,3.598206665,17.77893085,
4384,segmento 4384,Cobre,609143601,125.0,0.680240617,46.07116188,
4385,segmento 4385,Plomo,264510333,3.0,8.402337465,37.17789795,
4386,segmento 4386,Cobre,1199131333,2.0,2.565976343,68.82310317,
4387,segmento 4387,Hierro fundido,1424264307,2.5,6.58073787,83.98186231,
4388,segmento 4388,Cobre,186585605,4.0,8.010480156,59.45654841,
4389,segmento 4389,Polietileno,493761058,375.0,4.344174371,21.57932283,
4390,segmento 4390,Hierro ductil,173057155,1.0,0.314720358,38.22004205,
4391,segmento 4391,Cobre,109571827,1.0,9.36145195,51.90523762,
4392,segmento 4392,Cloruro de polivinilo,1391398144,10.0,3.533035993,47.79911816,
4393,segmento 4393,Polietileno,1273965690,5.0,7.655059759,51.76802215,
4394,segmento 4394,Plomo,1217075126,0.25,4.560986829,39.56102616,
4395,segmento 4395,Alta densidad plomo,264235360,8.0,9.283420646,48.77711118,
4396,segmento 4396,Cobre,1398746618,0.25,1.80436066,62.97380035,
4397,segmento 4397,Hierro ductil,721027494,0.75,9.529939706,56.35299577,
4398,segmento 4398,Hierro ductil,919018329,4.0,2.892388919,62.0385388,
4399,segmento 4399,Hierro fundido,1354696164,4.0,3.095211444,81.68209074,
4400,segmento 4400,Cloruro de polivinilo,205908110,0.25,1.345851206,6.294137578,
4401,segmento 4401,Alta densidad plomo,792540478,375.0,8.20443998,42.40033022,
4402,segmento 4402,Polietileno,1411989041,2.5,7.269056625,50.16573388,
4403,segmento 4403,Plomo,173255895,12.0,2.973666192,37.51664269,
4404,segmento 4404,Alta densidad plomo,928112180,0.75,9.617815828,48.82052194,
4405,segmento 4405,Cobre,1234778837,12.0,1.187162845,78.08575573,
4406,segmento 4406,Polietileno,229068613,125.0,7.58580717,17.48722412,
4407,segmento 4407,Cloruro de polivinilo,1084121336,2.0,2.27989839,32.133917,
4408,segmento 4408,Plomo,1416820948,6.0,1.219141819,54.85783105,
4409,segmento 4409,Polietileno,1173775203,1.5,7.605673238,43.62609505,
4410,segmento 4410,Hierro fundido,511540548,0.25,3.4016326,53.98985767,
4411,segmento 4411,Hierro ductil,1453612076,0.75,0.819306942,61.02323402,
4412,segmento 4412,Cobre,160390519,10.0,9.397441264,65.37591222,
4413,segmento 4413,Polietileno,235068212,0.75,3.475873923,18.4460814,
4414,segmento 4414,Plomo,129261398,2.5,1.813345995,26.78574586,
4415,segmento 4415,Polietileno,210846957,3.0,7.820613317,29.8893897,
4416,segmento 4416,Hierro fundido,357421331,1.5,9.00416742,64.31544101,
4417,segmento 4417,Polietileno,1273085749,10.0,6.596523009,54.43261504,
4418,segmento 4418,Hierro ductil,279456391,0.5,3.003410533,40.39208273,
4419,segmento 4419,Alta densidad plomo,535907332,4.0,5.14558339,45.84227423,
4420,segmento 4420,Cloruro de polivinilo,1041581571,3.0,2.751779405,34.32845408,
4421,segmento 4421,Alta densidad plomo,1444955400,1.0,2.293473947,52.17456377,
4422,segmento 4422,Cobre,1282897988,1.5,8.135765237,74.73923564,
4423,segmento 4423,Alta densidad plomo,564803612,12.0,0.723011228,48.15629915,
4424,segmento 4424,Cloruro de polivinilo,473807658,1.25,2.762407398,18.90044154,
4425,segmento 4425,Hierro fundido,43917547,0.5,4.722880728,49.22701796,
4426,segmento 4426,Hierro ductil,1065309588,5.0,2.683527161,65.76718996,
4427,segmento 4427,Plomo,758262288,2.5,1.256436125,37.78764071,
4428,segmento 4428,Polietileno,218576599,5.0,1.994971229,26.64701526,
4429,segmento 4429,Alta densidad plomo,848917380,1.25,5.159511119,45.36115614,
4430,segmento 4430,Hierro Galvanizado/Polietileno de alta densidad,202852547,2.0,1.635818783,38.13799924,
4431,segmento 4431,Plomo,1432489736,0.25,4.271915703,43.22951789,
4432,segmento 4432,Alta densidad plomo,311293194,10.0,6.714573868,48.29749335,
4433,segmento 4433,Hierro ductil,1582952253,12.0,1.894769915,79.48753055,
4434,segmento 4434,Hierro ductil,1039500597,3.0,9.323052795,69.49927301,
4435,segmento 4435,Polietileno,918310029,0.5,5.903566224,32.20996681,
4436,segmento 4436,Polietileno,1373988366,2.0,9.321162989,50.28991116,
4437,segmento 4437,Plomo,1074130416,3.0,6.496686243,50.13818308,
4438,segmento 4438,Cobre,535789101,1.25,6.588020222,58.18996454,
4439,segmento 4439,Cobre,1430583694,1.25,7.037999927,75.09564189,
4440,segmento 4440,Hierro Galvanizado/Polietileno de alta densidad,60714404,6.0,6.634040754,46.82344235,
4441,segmento 4441,Hierro ductil,1228391159,4.0,4.62671611,69.47832626,
4442,segmento 4442,Hierro Galvanizado/Polietileno de alta densidad,608781790,6.0,4.794899007,55.04215902,
4443,segmento 4443,Hierro ductil,1186310964,125.0,2.247599091,52.55151673,
4444,segmento 4444,Hierro fundido,1077747043,8.0,3.311575363,80.55882106,
4445,segmento 4445,Plomo,38809538,8.0,2.765648854,32.33467473,
4446,segmento 4446,Hierro Galvanizado/Polietileno de alta densidad,1111072724,12.0,7.407835724,70.66630647,
4447,segmento 4447,Cobre,477355655,0.75,9.734180161,57.79358186,
4448,segmento 4448,Plomo,894914172,5.0,7.549149436,50.40631571,
4449,segmento 4449,Hierro fundido,606423689,1.5,2.882204323,62.70964671,
4450,segmento 4450,Polietileno,733772759,375.0,9.840886902,31.54426773,
4451,segmento 4451,Hierro fundido,865160830,0.25,6.912459041,64.0375957,
4452,segmento 4452,Cobre,215106663,1.0,2.144364993,46.55555049,
4453,segmento 4453,Plomo,645311197,12.0,5.141913633,48.38571499,
4454,segmento 4454,Hierro ductil,837683122,375.0,3.223839033,49.62795696,
4455,segmento 4455,Hierro fundido,835333878,5.0,5.86948277,76.18570402,
4456,segmento 4456,Polietileno,595242872,2.5,2.461272499,30.29318501,
4457,segmento 4457,Alta densidad plomo,778619572,1.5,7.592131586,47.77589553,
4458,segmento 4458,Alta densidad plomo,1272612141,10.0,2.331412803,61.54428687,
4459,segmento 4459,Hierro ductil,107655463,0.5,7.146876379,41.41877377,
4460,segmento 4460,Polietileno,975946568,0.25,1.827719916,26.6526209,
4461,segmento 4461,Polietileno,611975737,8.0,4.487421462,38.89744046,
4462,segmento 4462,Hierro ductil,911240227,125.0,6.740190645,52.03220373,
4463,segmento 4463,Cobre,1525812427,0.25,2.949621082,66.46678421,
4464,segmento 4464,Hierro fundido,1221697857,1.5,9.611670999,80.81914664,
4465,segmento 4465,Hierro fundido,200646601,1.5,6.370019683,58.77232031,
4466,segmento 4466,Cloruro de polivinilo,457906037,12.0,9.567821551,37.98223966,
4467,segmento 4467,Plomo,1464556216,2.0,4.479395943,52.77864882,
4468,segmento 4468,Cloruro de polivinilo,539179532,1.5,5.160372134,23.77451589,
4469,segmento 4469,Cloruro de polivinilo,602134525,6.0,7.387352888,34.68144385,
4470,segmento 4470,Cloruro de polivinilo,30025885,1.0,5.018172051,11.76988832,
4471,segmento 4471,Hierro ductil,813014438,12.0,6.743433606,70.22955948,
4472,segmento 4472,Alta densidad plomo,364268176,0.5,2.024193022,29.53370091,
4473,segmento 4473,Cobre,1579499081,125.0,8.603232119,71.91455279,
4474,segmento 4474,Plomo,496069138,10.0,5.69728551,44.95282243,
4475,segmento 4475,Cloruro de polivinilo,33562371,0.75,7.87222452,13.46778931,
4476,segmento 4476,Hierro fundido,320123422,6.0,6.497114051,68.59732705,
4477,segmento 4477,Hierro Galvanizado/Polietileno de alta densidad,1472770648,10.0,2.351252529,70.95860602,
4478,segmento 4478,Cobre,616921024,4.0,6.736782689,66.08187214,
4479,segmento 4479,Hierro Galvanizado/Polietileno de alta densidad,1243743676,0.5,8.438058654,57.8961436,
4480,segmento 4480,Plomo,40388193,1.25,8.383703128,28.03850122,
4481,segmento 4481,Cobre,874436686,0.75,6.032862473,61.3553689,
4482,segmento 4482,Plomo,837926622,1.25,4.483014208,38.76147078,
4483,segmento 4483,Alta densidad plomo,1247245330,1.0,7.399315134,53.69700129,
4484,segmento 4484,Plomo,1494011604,1.5,8.850225914,56.48517755,
4485,segmento 4485,Cobre,346876379,12.0,8.579846874,69.22867556,
4486,segmento 4486,Cobre,522820439,0.5,1.332072464,48.89249242,
4487,segmento 4487,Cobre,335037950,0.25,7.495144547,49.16536246,
4488,segmento 4488,Cobre,533642967,1.5,5.037455166,57.83427968,
4489,segmento 4489,Plomo,1428123432,5.0,0.446493154,53.03517849,
4490,segmento 4490,Hierro ductil,1346509301,1.0,9.658041957,69.23212232,
4491,segmento 4491,Plomo,231657726,125.0,3.269891627,18.88960106,
4492,segmento 4492,Cobre,753079825,0.25,5.344895289,54.67925866,
4493,segmento 4493,Cloruro de polivinilo,1499276337,1.5,0.361159862,36.57858611,
4494,segmento 4494,Hierro Galvanizado/Polietileno de alta densidad,1344215381,375.0,8.233491796,58.28672241,
4495,segmento 4495,Hierro fundido,208698653,8.0,7.076584385,68.38406219,
4496,segmento 4496,Hierro fundido,751081354,1.0,5.122019524,65.13167467,
4497,segmento 4497,Polietileno,682686010,8.0,7.792035781,43.53547106,
4498,segmento 4498,Hierro fundido,948871482,0.5,4.984023545,66.1287345,
4499,segmento 4499,Polietileno,573355161,5.0,5.190697663,36.39776591,
4500,segmento 4500,Cloruro de polivinilo,466933281,2.5,4.338724146,24.11629255,
4501,segmento 4501,Alta densidad plomo,595289478,8.0,5.363943648,50.90460437,
4502,segmento 4502,Hierro Galvanizado/Polietileno de alta densidad,592532882,5.0,0.549650646,49.20528675,
4503,segmento 4503,Hierro ductil,1519829997,0.25,6.716496703,64.44743401,
4504,segmento 4504,Plomo,307737276,3.0,8.182157543,37.75023842,
4505,segmento 4505,Hierro Galvanizado/Polietileno de alta densidad,1032379250,5.0,5.544542254,62.33738121,
4506,segmento 4506,Hierro Galvanizado/Polietileno de alta densidad,248750910,3.0,7.475463306,47.38048963,
4507,segmento 4507,Hierro fundido,1052434851,0.5,0.14863748,63.14855964,
4508,segmento 4508,Cobre,1437675942,125.0,1.990350761,62.62740015,
4509,segmento 4509,Cloruro de polivinilo,286564591,125.0,3.837458882,9.043814302,
4510,segmento 4510,Alta densidad plomo,159609481,1.0,4.01611298,30.28301024,
4511,segmento 4511,Alta densidad plomo,57078296,0.5,8.512382572,30.43962031,
4512,segmento 4512,Cobre,1534549905,375.0,3.237201609,68.16791157,
4513,segmento 4513,Cobre,1590083440,0.25,6.595240282,71.33087583,
4514,segmento 4514,Polietileno,852524684,0.75,1.197890014,27.49726893,
4515,segmento 4515,Plomo,1616081199,5.0,8.998916938,65.12966827,
4516,segmento 4516,Hierro fundido,645977839,10.0,1.386111007,71.92566002,
4517,segmento 4517,Cloruro de polivinilo,319134505,10.0,6.599428233,31.18249308,
4518,segmento 4518,Polietileno,206633849,1.25,1.702323147,18.63183895,
4519,segmento 4519,Cobre,368495830,10.0,0.241032283,59.95311267,
4520,segmento 4520,Polietileno,804586244,4.0,8.78063892,43.02524409,
4521,segmento 4521,Hierro fundido,673902295,0.5,7.385788388,63.49934237,
4522,segmento 4522,Cobre,1052486470,0.25,6.065229613,60.91157866,
4523,segmento 4523,Polietileno,325890430,4.0,8.166288334,33.60367613,
4524,segmento 4524,Hierro ductil,904840951,2.0,1.3040054,56.4234543,
4525,segmento 4525,Hierro ductil,686641919,0.25,3.136785847,45.5130722,
4526,segmento 4526,Hierro Galvanizado/Polietileno de alta densidad,1127376277,3.0,7.876427687,63.93937893,
4527,segmento 4527,Hierro fundido,833136982,2.5,7.0904647,73.62862829,
4528,segmento 4528,Hierro Galvanizado/Polietileno de alta densidad,59683755,375.0,3.163713236,29.54911213,
4529,segmento 4529,Hierro fundido,752420898,1.5,4.587068564,67.11594821,
4530,segmento 4530,Hierro Galvanizado/Polietileno de alta densidad,1069285123,2.5,2.815864895,56.50967052,
4531,segmento 4531,Hierro fundido,419969172,1.5,1.351406363,57.73534611,
4532,segmento 4532,Hierro ductil,219010324,0.5,1.057024438,37.31471133,
4533,segmento 4533,Polietileno,277788908,10.0,4.356531583,33.87107147,
4534,segmento 4534,Cobre,609733390,5.0,2.02986736,62.44526473,
4535,segmento 4535,Hierro fundido,318322790,0.75,5.963843265,56.77556437,
4536,segmento 4536,Cloruro de polivinilo,577210419,1.0,9.21819016,26.07253488,
4537,segmento 4537,Plomo,1021974134,0.25,6.429421058,37.86132457,
4538,segmento 4538,Hierro ductil,1012506783,2.5,5.489614314,63.88082098,
4539,segmento 4539,Plomo,335567265,6.0,9.498081334,43.34111973,
4540,segmento 4540,Cobre,1064732216,5.0,3.260000589,72.05315686,
4541,segmento 4541,Alta densidad plomo,745320212,375.0,3.175188866,36.45211532,
4542,segmento 4542,Hierro Galvanizado/Polietileno de alta densidad,990739771,125.0,7.511775259,48.55892696,
4543,segmento 4543,Hierro fundido,1504990214,10.0,7.994441505,94.3940235,
4544,segmento 4544,Plomo,727567235,8.0,8.124341236,50.41057791,
4545,segmento 4545,Polietileno,311653014,12.0,5.657501516,37.0577875,
4546,segmento 4546,Hierro fundido,32749564,125.0,1.379400733,41.89443766,
4547,segmento 4547,Hierro ductil,348574404,2.0,3.718851303,48.63551218,
4548,segmento 4548,Cloruro de polivinilo,1071169465,0.75,1.493427948,26.10137713,
4549,segmento 4549,Plomo,921645737,2.5,4.425037537,43.99211752,
4550,segmento 4550,Alta densidad plomo,1066128226,10.0,9.052888808,64.53736816,
4551,segmento 4551,Hierro Galvanizado/Polietileno de alta densidad,594223267,2.0,4.124277133,47.84709898,
4552,segmento 4552,Hierro fundido,166696655,2.5,6.28671177,60.56398773,
4553,segmento 4553,Plomo,608887554,4.0,3.081784569,39.38511347,
4554,segmento 4554,Hierro ductil,757675165,125.0,5.423666226,47.87902669,
4555,segmento 4555,Cobre,1302970858,6.0,6.820245466,81.27947545,
4556,segmento 4556,Hierro fundido,187659341,6.0,0.960103378,60.56898248,
4557,segmento 4557,Hierro ductil,1399661530,2.5,2.059412065,67.53396334,
4558,segmento 4558,Cloruro de polivinilo,1335206398,5.0,4.461841777,43.95419836,
4559,segmento 4559,Hierro fundido,696027959,0.25,3.51628223,57.49753937,
4560,segmento 4560,Alta densidad plomo,1238480969,0.25,0.818143558,41.88821699,
4561,segmento 4561,Hierro fundido,127566286,0.25,6.508806222,50.06889825,
4562,segmento 4562,Alta densidad plomo,774852352,1.0,8.069036277,45.68835561,
4563,segmento 4563,Cloruro de polivinilo,1021807708,125.0,9.781539599,28.56567167,
4564,segmento 4564,Hierro Galvanizado/Polietileno de alta densidad,1570474475,2.0,4.089578843,65.76081467,
4565,segmento 4565,Polietileno,1485335130,12.0,2.361882849,55.30748954,
4566,segmento 4566,Polietileno,1055948800,10.0,7.87506341,51.73192134,
4567,segmento 4567,Alta densidad plomo,19982106,5.0,0.774531574,33.19158108,
4568,segmento 4568,Polietileno,497270613,0.75,1.52897724,21.30021391,
4569,segmento 4569,Polietileno,1601458691,375.0,0.981140927,38.54777831,
4570,segmento 4570,Cobre,405565338,2.0,6.362250168,58.06769861,
4571,segmento 4571,Alta densidad plomo,25178480,1.5,4.609783427,30.91111025,
4572,segmento 4572,Cloruro de polivinilo,1099989596,10.0,2.301451861,41.19743241,
4573,segmento 4573,Hierro ductil,750421684,1.0,4.932197281,53.4992353,
4574,segmento 4574,Hierro Galvanizado/Polietileno de alta densidad,1565119753,2.5,9.980941534,72.86323739,
4575,segmento 4575,Cloruro de polivinilo,736033369,12.0,6.575103016,40.07277262,
4576,segmento 4576,Plomo,84085294,5.0,1.567885027,29.45722496,
4577,segmento 4577,Cobre,732974127,5.0,2.560245917,65.24683032,
4578,segmento 4578,Cloruro de polivinilo,642169712,0.5,0.683704904,16.14614498,
4579,segmento 4579,Polietileno,1410037727,125.0,6.240688409,37.84110242,
4580,segmento 4580,Polietileno,58334075,3.0,9.273162629,28.55260159,
4581,segmento 4581,Alta densidad plomo,1195031108,1.5,1.16910335,48.94387895,
4582,segmento 4582,Hierro fundido,895057545,2.0,1.289525534,67.65752782,
4583,segmento 4583,Polietileno,874273423,4.0,6.506812731,42.0096763,
4584,segmento 4584,Hierro Galvanizado/Polietileno de alta densidad,1131335361,1.5,4.501195895,56.85284321,
4585,segmento 4585,Alta densidad plomo,1285718700,10.0,0.569133253,60.00517579,
4586,segmento 4586,Cobre,1588354846,0.75,5.017432698,73.45534991,
4587,segmento 4587,Plomo,1242163518,0.5,7.83700116,45.83139156,
4588,segmento 4588,Plomo,418524971,1.25,5.318299017,31.89432762,
4589,segmento 4589,Hierro Galvanizado/Polietileno de alta densidad,1154062465,2.0,5.119200772,59.14493736,
4590,segmento 4590,Alta densidad plomo,310456473,10.0,1.783085331,43.30080835,
4591,segmento 4591,Plomo,1102893587,6.0,8.265388712,56.2035735,
4592,segmento 4592,Alta densidad plomo,102710370,2.5,6.391650242,36.63643016,
4593,segmento 4593,Plomo,1070353410,1.0,3.414746246,40.70567062,
4594,segmento 4594,Plomo,970032789,1.5,9.43725728,47.44458083,
4595,segmento 4595,Alta densidad plomo,670251965,0.5,6.33867543,39.51739689,
4596,segmento 4596,Hierro fundido,160075640,0.25,3.812127458,47.94267763,
4597,segmento 4597,Hierro fundido,1013702414,4.0,9.790816101,82.17602283,
4598,segmento 4598,Cloruro de polivinilo,1498109492,0.25,9.457735072,38.24559301,
