ubicación,Genero,edad,Nombre_auto,Año_vehiculo,Millas_auto,Precio_auto,Precio_poliza,Tipo_poliza
zona 1 fuera de la ciudad,Masculino,61, Hyundai Elantra,2013,18824,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,22, Volkswagen Jetta,2018,46119,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,53, Chevrolet Cruze,2011,39794,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,65, Hyundai Elantra,2013,18824,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,60, Hyundai Elantra,2018,18824,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,40, Volkswagen Jetta,2011,46119,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,28, Chevrolet Cruze,2019,39794,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,30, Nissan Rogue Sport,2018,68591,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,81, Hyundai Elantra,2021,18824,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Hyundai Santa Fe Sport,2010,55298,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,44, Hyundai Elantra,2012,18824,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Nissan Versa,2021,29610,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,40, Toyota Sienna,2010,100738,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,34, MAZDA MAZDA,2020,42021,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,34, Hyundai Sonata,2015,40738,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,63, Subaru Outback,2021,87274,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,22, Kia Rio,2011,84175,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,73, Toyota Corolla,2022,63743,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,24, Toyota Corolla iM,2015,66278,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,88, Buick Encore,2014,61160,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,70, Kia Sportage,2011,63959,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,54, Kia Soul,2018,5622,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,61, Nissan Rogue,2019,77823,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,61, Nissan Altima,2013,68792,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,64, Hyundai Tucson,2016,79872,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,36, Kia Sportage,2019,63959,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Masculino,86, Kia Sportage,2013,63959,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,21, Kia Sportage,2022,63959,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,84, Kia Sportage,2010,63959,18590.00,1269.70,contra terceros
zona 1 fuera de la ciudad,Femenino,80, Ford Escape,2018,52607,18593.00,1269.90,contra terceros
zona 1 fuera de la ciudad,Femenino,89, Nissan Altima,2018,63685,18594.00,1269.97,contra terceros
zona 1 fuera de la ciudad,Masculino,74, Nissan Altima,2017,63685,18594.00,1269.97,contra terceros
zona 1 fuera de la ciudad,Femenino,62, Nissan Kicks,2010,51149,18599.00,1270.31,contra terceros
zona 1 fuera de la ciudad,Masculino,84, Nissan Kicks,2017,52226,18599.00,1270.31,contra terceros
zona 1 fuera de la ciudad,Masculino,74, Kia Optima,2013,52750,18599.00,1270.31,contra terceros
zona 1 fuera de la ciudad,Masculino,80, Kia Soul,2017,52299,18600.00,1270.38,contra terceros
zona 1 fuera de la ciudad,Masculino,88, Kia Soul,2021,52299,18600.00,1270.38,contra terceros
zona 1 fuera de la ciudad,Masculino,39, Nissan Kicks,2022,51408,18618.00,1271.61,contra terceros
zona 1 fuera de la ciudad,Masculino,67, Nissan Kicks,2019,51408,18618.00,1271.61,contra terceros
zona 1 fuera de la ciudad,Masculino,32, Chevrolet Equinox,2012,60968,18623.00,1271.95,contra terceros
zona 1 fuera de la ciudad,Masculino,90, Chevrolet Equinox,2021,52481,18645.00,1273.45,contra terceros
zona 1 fuera de la ciudad,Masculino,50, Ford EcoSport,2013,42757,18649.00,1273.73,contra terceros
zona 1 fuera de la ciudad,Masculino,61, Volkswagen Jetta,2016,45709,18654.00,1274.07,contra terceros
zona 1 fuera de la ciudad,Masculino,32, Nissan Altima,2019,53947,18667.00,1274.96,contra terceros
zona 1 fuera de la ciudad,Femenino,47, Hyundai Venue,2021,40850,18667.00,1274.96,contra terceros
zona 1 fuera de la ciudad,Masculino,76, Hyundai Venue,2019,40850,18667.00,1274.96,contra terceros
zona 1 fuera de la ciudad,Femenino,41, Nissan Altima,2014,51256,18672.00,1275.30,contra terceros
zona 1 fuera de la ciudad,Femenino,59, Nissan Kicks,2012,40659,18675.00,1275.50,contra terceros
zona 1 fuera de la ciudad,Femenino,80, Chevrolet Equinox,2015,51137,18700.00,1277.21,contra terceros
zona 1 fuera de la ciudad,Masculino,77, Nissan Kicks,2011,51659,18711.00,1277.96,contra terceros
zona 1 fuera de la ciudad,Femenino,55, Nissan Kicks,2019,51659,18711.00,1277.96,contra terceros
zona 1 fuera de la ciudad,Femenino,66, Nissan Kicks,2021,51659,18711.00,1277.96,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Chevrolet Equinox,2014,46003,18750.00,1280.63,contra terceros
zona 1 fuera de la ciudad,Masculino,26, Nissan Kicks,2015,45901,18793.00,1283.56,contra terceros
zona 1 fuera de la ciudad,Femenino,52, Nissan Altima,2019,56328,18799.00,1283.97,contra terceros
zona 1 fuera de la ciudad,Masculino,36, Chevrolet Equinox,2010,64378,18803.00,1284.24,contra terceros
zona 1 fuera de la ciudad,Femenino,53, Hyundai Sonata,2013,48769,18843.00,1286.98,contra terceros
zona 1 fuera de la ciudad,Femenino,68, Chevrolet Equinox,2022,53718,18850.00,1287.46,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Kia Soul,2022,35635,18850.00,1287.46,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Nissan Kicks,2019,39768,18851.00,1287.52,contra terceros
zona 1 fuera de la ciudad,Masculino,66, Nissan Altima,2013,43771,18851.00,1287.52,contra terceros
zona 1 fuera de la ciudad,Femenino,24, Chevrolet Equinox,2015,57581,18851.00,1287.52,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Chevrolet Equinox,2010,57581,18851.00,1287.52,contra terceros
zona 1 fuera de la ciudad,Femenino,38, Chevrolet Equinox,2017,57581,18851.00,1287.52,contra terceros
zona 1 fuera de la ciudad,Masculino,57, Nissan Altima,2012,51235,18888.00,1290.05,contra terceros
zona 1 fuera de la ciudad,Masculino,48, Nissan Altima,2020,40016,18898.00,1290.73,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Nissan Rogue,2013,47904,18900.00,1290.87,contra terceros
zona 1 fuera de la ciudad,Masculino,28, Nissan Rogue,2014,47904,18900.00,1290.87,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Nissan Kicks,2014,42855,18900.00,1290.87,contra terceros
zona 1 fuera de la ciudad,Femenino,18, GMC Terrain,2019,60330,18903.00,1291.07,contra terceros
zona 1 fuera de la ciudad,Masculino,18, Kia Forte,2022,36955,18919.00,1292.17,contra terceros
zona 1 fuera de la ciudad,Masculino,52, Ford Escape,2012,56387,18937.00,1293.40,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Chevrolet Equinox,2015,58001,18950.00,1294.29,contra terceros
zona 1 fuera de la ciudad,Masculino,55, Chevrolet Equinox,2019,58001,18950.00,1294.29,contra terceros
zona 1 fuera de la ciudad,Femenino,42, Chevrolet Equinox,2012,58001,18950.00,1294.29,contra terceros
zona 1 fuera de la ciudad,Femenino,48, Chevrolet Malibu,2021,52445,18950.00,1294.29,contra terceros
zona 1 fuera de la ciudad,Femenino,53, Chevrolet Equinox,2011,47913,18950.00,1294.29,contra terceros
zona 1 fuera de la ciudad,Masculino,54, Nissan Kicks,2014,37582,18962.00,1295.10,contra terceros
zona 1 fuera de la ciudad,Femenino,18, Nissan Altima,2022,51778,18988.00,1296.88,contra terceros
zona 1 fuera de la ciudad,Masculino,85, Nissan Altima,2018,51778,18988.00,1296.88,contra terceros
zona 1 fuera de la ciudad,Femenino,47, Subaru XV Crosstrek,2020,83087,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,34, Nissan Pathfinder,2020,98398,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Lincoln MKC,2014,74004,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,54, Nissan Rogue Sport,2014,72150,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Chevrolet Traverse,2018,77363,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,28, Dodge Journey,2019,67534,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,32, Subaru XV Crosstrek,2021,83087,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,77, MINI Hardtop  Door,2011,56229,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,90, BMW  Series,2022,77600,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,54, Toyota Camry,2020,46874,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,30, MINI Convertible,2018,59250,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,72, Jeep Cherokee,2010,62317,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,36, Toyota Sienna,2016,95008,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,63, Chrysler ,2020,53150,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,29, Jeep Grand Cherokee,2020,70958,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,88, MAZDA MX- Miata,2011,28322,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,63, Kia Sorento,2022,95731,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,29, Nissan Rogue,2017,79605,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Cadillac CTS,2011,46051,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,79, Kia Soul,2011,31395,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,36, MAZDA MAZDA,2013,84297,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,18, Chevrolet Traverse,2014,77363,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,39, Nissan Rogue,2016,51001,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,87, Kia Rio,2022,14067,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,29, Kia Forte,2017,57165,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,77, BMW i,2019,33951,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,53, Kia Soul,2018,31395,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,26, Ford Fusion,2011,54025,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,80, BMW i,2020,33951,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,57, Jeep Compass,2013,104408,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,76, INFINITI G,2022,99546,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,27, Volkswagen Passat,2019,59467,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,37, Subaru Forester,2011,88054,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,61, Hyundai Kona,2018,66128,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Volkswagen Golf SportWagen,2017,64560,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,65, Kia Sedona,2010,101013,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,73, Hyundai Elantra,2011,50611,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,88, Buick Encore,2020,42878,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,68, Toyota Avalon,2015,86351,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,59, Jeep Cherokee,2016,80632,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,68, Hyundai Elantra,2014,54415,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,56, Toyota Highlander,2015,94472,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,23, Dodge Grand Caravan Passenger,2018,73482,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,25, Toyota Prius,2020,72182,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,21, INFINITI G,2021,57346,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,48, Subaru Forester,2016,88054,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,57, Buick LaCrosse,2020,32939,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,57, Nissan Rogue Sport,2019,72150,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,87, Jeep Cherokee,2013,80632,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,81, Kia Sorento,2018,53388,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,62, FIAT X,2016,21740,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,68, Buick Encore,2017,48651,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,42, Ford Escape,2019,44675,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,85, Hyundai Tucson,2017,77113,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,79, Mercedes-Benz E-Class,2010,47911,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,83, Toyota Camry,2019,46874,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,52, Toyota Highlander,2016,94472,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,59, Ford EcoSport,2022,49466,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,41, Ford Fusion,2013,75125,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,51, Buick Encore,2016,52409,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,23, Chevrolet Traverse,2020,90860,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,48, Lexus CT,2020,85013,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,53, Mitsubishi Outlander Sport,2016,38312,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Nissan Kicks,2011,54661,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,42, BMW i,2021,43531,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Ford Focus,2014,27095,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,60, Ford Escape,2022,53677,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,86, FIAT L,2015,39536,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,33, Buick Encore,2015,49960,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,23, Ford Fusion,2019,87477,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,58, Ford EcoSport,2022,49466,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Ford Escape,2018,54730,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,47, Nissan Altima,2013,43159,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,46, Ford Escape,2014,54730,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,62, INFINITI G,2020,99546,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,52, Hyundai Santa Fe Sport,2021,71145,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,75, Jeep Cherokee,2021,44757,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,76, Ford Fusion,2016,54025,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,63, Lincoln MKC,2021,74004,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,24, Buick Encore,2021,42878,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,60, Nissan Pathfinder,2020,72205,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,33, Nissan Rogue Sport,2019,57212,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,78, Buick Encore,2013,41432,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,87, Nissan Rogue,2015,47859,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,62, FIAT L,2013,39536,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,37, Nissan Rogue,2016,51001,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,70, Buick LaCrosse,2018,32939,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,80, Nissan Rogue,2014,30611,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,40, Ford Escape,2014,53484,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,24, BMW i,2018,43531,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,43, Chrysler ,2014,37976,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,33, BMW  Series,2021,71145,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,45, Hyundai Tucson,2010,22736,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,48, Nissan Rogue Sport,2013,50468,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,31, Kia Sorento,2022,53388,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,28, MINI Convertible,2019,59250,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,69, Buick LaCrosse,2015,32939,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,18, Nissan Rogue,2013,51001,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,71, Chrysler Town & Country,2017,69412,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,59, Hyundai Kona,2010,66128,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,77, Hyundai Elantra,2018,5147,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,44, Kia Rio,2022,14067,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,76, Acura RDX,2014,80270,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,48, Kia Forte,2020,48627,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,67, INFINITI G,2010,99546,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,51, Mitsubishi Outlander Sport,2013,62730,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,89, Nissan Kicks,2019,54661,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,78, Toyota Venza,2011,69207,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,32, MAZDA MX- Miata,2014,23646,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,35, Volvo XC,2020,90660,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Kia Forte,2015,42804,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,20, Dodge Grand Caravan Passenger,2017,84921,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,29, Toyota Tacoma Access Cab,2010,88976,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,68, Honda HR-V,2018,82319,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,89, Buick Encore,2018,42878,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,38, Volkswagen Golf,2016,68408,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,83, Jeep Grand Cherokee,2010,70958,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,75, Jeep Patriot,2010,46725,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,46, GMC Acadia,2010,70628,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,73, Nissan Kicks,2018,50471,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,60, Buick LaCrosse,2012,51097,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,61, Nissan LEAF,2022,24817,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,89, Toyota Corolla,2011,40302,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,33, Nissan Altima,2015,70994,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,66, Dodge Journey,2012,61799,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,55, Hyundai Elantra,2020,27256,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,65, Nissan Kicks,2014,47278,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,59, BMW  Series,2012,75733,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,67, Dodge Journey,2021,58676,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,65, Cadillac SRX,2010,72160,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,50, Volkswagen Golf GTI,2019,99843,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,56, Hyundai Elantra GT,2012,48345,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,72, INFINITI QX,2011,90137,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,86, Buick LaCrosse,2015,51097,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,31, Chevrolet Spark,2020,5696,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,36, Subaru Forester,2015,38156,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,34, INFINITI QX,2022,88417,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,31, Chevrolet Spark,2013,5291,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,88, Buick Encore,2022,50702,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,72, Mitsubishi Outlander Sport,2019,39130,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,74, Volkswagen Tiguan,2010,39039,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,60, MAZDA MAZDA,2015,36536,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,62, Kia Forte,2014,46517,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,57, Nissan Kicks,2020,53061,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,37, Nissan Kicks,2022,53061,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,82, Subaru Forester,2021,38156,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,32, Chevrolet Spark,2019,5696,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,65, Acura RDX,2018,78864,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,41, FIAT X,2016,49426,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,20, Honda Accord,2018,68030,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,18, Dodge Journey,2013,43524,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,65, Dodge Journey,2015,46020,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,36, Nissan Pathfinder,2013,100950,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,81, FIAT X,2010,49426,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,64, Dodge Grand Caravan Passenger,2018,74951,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,67, Dodge Grand Caravan Passenger,2010,74951,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,86, Kia Optima,2016,55723,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,88, Kia Forte,2011,40417,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,84, Nissan Kicks,2012,50471,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,33, Ford EcoSport,2016,40934,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,47, Mitsubishi Mirage G,2011,16076,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,59, Nissan Murano,2018,103424,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,78, Dodge Journey,2012,43524,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,65, Dodge Journey,2020,43524,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,47, Ford EcoSport,2021,40934,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,54, Kia Forte,2022,40417,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,49, Kia Optima,2016,55723,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,21, Dodge Journey,2018,58676,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,42, Volkswagen Golf,2012,53466,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,61, Subaru Forester,2013,66589,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,46, INFINITI Q,2013,99536,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,47, Ford EcoSport,2011,34802,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,87, Hyundai Elantra,2018,47563,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,59, Ford EcoSport,2022,44697,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,70, Mitsubishi Outlander Sport,2017,39130,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,36, Jeep Compass,2011,45949,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,38, Nissan Sentra,2013,7638,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,29, Dodge Journey,2010,35855,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,30, Kia Sorento,2021,91514,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Masculino,34, Dodge Journey,2016,76044,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,47, Ford Mustang,2021,58450,18990.00,1297.02,contra terceros
zona 1 fuera de la ciudad,Femenino,58, Kia Optima,2019,47535,18990.00,1297.02,contra terceros
